EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	11:57:44	0	0.1000	0.01969603673225738	0.017413705587387085	0.7099	0.7099	0.7099	0.7099
